datetime,NEE,NEE_F_MDS,FCH4,FCH4_F_MDS
2021-05-31T23:00:00Z,8.547093,10.474799138793104,0.04778793,0.10237760045238097
2021-05-31T23:30:00Z,8.264904,10.43652835,NA,0.0969721127804878
2021-06-01T00:00:00Z,8.21471,10.392136210833334,NA,0.096047937
2021-06-01T00:30:00Z,NA,10.347836511206896,0.1023924,0.1023924
2021-06-01T01:00:00Z,40.352123,40.352123,0.33264395,0.33264395
2021-06-01T01:30:00Z,15.209934,15.209934,0.08300669999999999,0.08300669999999999
2021-06-01T02:00:00Z,27.448324999999997,27.448324999999997,0.15975946000000002,0.15975946000000002
2021-06-01T02:30:00Z,23.059583,23.059583,0.21031471,0.21031471
2021-06-01T03:00:00Z,26.495426,26.495426,0.18082732,0.18082732
2021-06-01T03:30:00Z,12.480599,10.185304018253968,0.1225056,0.08428162954761904
2021-06-01T04:00:00Z,9.785724,9.785724,0.07489939999999999,0.07489939999999999
2021-06-01T04:30:00Z,10.481817,10.481817,0.10819333,0.10819333
2021-06-01T05:00:00Z,15.441048,15.441048,0.20892953,0.20892953
2021-06-01T05:30:00Z,11.100017,11.100017,0.115360434,0.115360434
2021-06-01T06:00:00Z,7.358930000000001,7.358930000000001,0.0374131,0.0374131
2021-06-01T06:30:00Z,NA,-0.8611220285714284,NA,0.0995554075
2021-06-01T07:00:00Z,NA,-1.425807785,NA,0.1145471622
2021-06-01T07:30:00Z,-1.3996689999999998,-1.3996689999999998,0.0128609,0.0128609
2021-06-01T08:00:00Z,-1.942902,-1.942902,NA,0.125512686
2021-06-01T08:30:00Z,-1.016679,-1.016679,NA,0.111935011825
2021-06-01T09:00:00Z,-2.783182,-2.783182,NA,0.10119502040833334
2021-06-01T09:30:00Z,-2.477014,-2.477014,NA,0.129067661625
2021-06-01T10:00:00Z,-3.382685,-3.382685,NA,0.1261872316
2021-06-01T10:30:00Z,-4.1509480000000005,-4.1509480000000005,NA,0.05835075783333333
2021-06-01T11:00:00Z,-7.761072,-7.761072,NA,0.05071957728571429
2021-06-01T11:30:00Z,-5.131933,-5.131933,0.03653299,0.03653299
2021-06-01T12:00:00Z,-6.5519889,-6.5519889,0.045893773,0.045893773
2021-06-01T12:30:00Z,-4.4207568,-4.4207568,0.013400292,0.013400292
2021-06-01T13:00:00Z,-6.3440322,-6.3440322,NA,0.03983821375
2021-06-01T13:30:00Z,-4.1803159999999995,-4.1803159999999995,NA,0.037206055
2021-06-01T14:00:00Z,-5.7403849,-5.7403849,NA,0.0358823955
2021-06-01T14:30:00Z,-3.8073015,-3.8073015,0.045087371,0.045087371
2021-06-01T15:00:00Z,-3.6741462,-3.6741462,0.05325783799999999,0.05325783799999999
2021-06-01T15:30:00Z,-1.2399377,-1.2399377,0.037558163,0.037558163
2021-06-01T16:00:00Z,-0.7670804,-0.7670804,0.035753057,0.035753057
2021-06-01T16:30:00Z,-0.2764325,-0.2764325,0.044212756,0.044212756
2021-06-01T17:00:00Z,0.5439718,0.5439718,0.048819614,0.048819614
2021-06-01T17:30:00Z,1.7134250999999998,1.7134250999999998,0.043125842,0.043125842
2021-06-01T18:00:00Z,2.6419472,2.6419472,0.023691854,0.023691854
2021-06-01T18:30:00Z,4.3908764,4.3908764,0.041554819,0.041554819
2021-06-01T19:00:00Z,4.767826,4.767826,NA,0.13756428666666665
2021-06-01T19:30:00Z,5.417552,5.417552,0.04691309,0.04691309
2021-06-01T20:00:00Z,NA,10.444707222222222,NA,0.11821223457777778
2021-06-01T20:30:00Z,NA,10.185817722222222,NA,0.11090940412
2021-06-01T21:00:00Z,12.839848,12.839848,NA,0.09553376611578948
2021-06-01T21:30:00Z,11.3968995,10.183274765625,0.05203193,0.09796734770434784
2021-06-01T22:00:00Z,12.223854,12.223854,0.09518532,0.09518532
2021-06-01T22:30:00Z,10.104852,10.104852,0.04518393,0.04518393
2021-06-01T23:00:00Z,10.038362,9.143224445192308,NA,0.09369719925555556
2021-06-01T23:30:00Z,9.184522,9.10661765673077,0.05412675999999999,0.09496962786666668
2021-06-02T00:00:00Z,17.247979,9.10661765673077,NA,0.09496962786666668
2021-06-02T00:30:00Z,26.61463,9.10661765673077,NA,0.09496962786666668
2021-06-02T01:00:00Z,28.18044,10.737866759482758,NA,0.105444836975
2021-06-02T01:30:00Z,12.70073,10.444700825438597,0.0561479,0.10405215433333334
2021-06-02T02:00:00Z,13.568941,9.997625019444444,0.07045069999999999,0.1003039428611111
2021-06-02T02:30:00Z,14.65835,14.65835,0.10350962,0.10350962
2021-06-02T03:00:00Z,10.55283,10.55283,0.08052062,0.08052062
2021-06-02T03:30:00Z,9.7638743,9.7638743,0.07152331999999999,0.07152331999999999
2021-06-02T04:00:00Z,8.545953,8.545953,NA,0.0828396736625
2021-06-02T04:30:00Z,12.126776,12.126776,NA,0.1216798061076923
2021-06-02T05:00:00Z,15.735989,15.735989,NA,0.118296858875
2021-06-02T05:30:00Z,6.098162,6.098162,0.0833343,0.0833343
2021-06-02T06:00:00Z,4.808144,4.808144,0.09773008,0.09773008
2021-06-02T06:30:00Z,2.747213,2.747213,0.08792817,0.08792817
2021-06-02T07:00:00Z,NA,-0.5523954,0.10551214,0.10551214
2021-06-02T07:30:00Z,-2.6727339999999997,-2.6727339999999997,NA,0.0997202652
